Date,Trailhead,Non-motorized,Motorized,Mechanized,Hybrid
2018-12-01,Kebler,,,,
2018-12-02,Kebler,,,,
2018-12-03,Kebler,,,,
2018-12-04,Kebler,,,,
2018-12-05,Kebler,0,4,0,0
2018-12-06,Kebler,0,7,0,0
2018-12-07,Kebler,4,8,0,0
2018-12-08,Kebler,9,30,0,0
2018-12-09,Kebler,0,24,3,0
2018-12-10,Kebler,0,19,0,0
2018-12-11,Kebler,1,10,0,0
2018-12-12,Kebler,3,6,0,0
2018-12-13,Kebler,0,13,0,0
2018-12-14,Kebler,1,23,0,0
2018-12-15,Kebler,1,20,0,0
2018-12-16,Kebler,6,20,0,0
2018-12-17,Kebler,1,15,0,0
2018-12-18,Kebler,1,18,0,0
2018-12-19,Kebler,0,12,0,0
2018-12-20,Kebler,0,5,0,0
2018-12-21,Kebler,6,24,0,0
2018-12-22,Kebler,,,,
2018-12-23,Kebler,18,44,0,0
2018-12-24,Kebler,0,12,1,0
2018-12-25,Kebler,0,69,0,0
2018-12-26,Kebler,2,89,0,0
2018-12-27,Kebler,6,46,0,0
2018-12-28,Kebler,3,62,0,0
2018-12-29,Kebler,6,179,0,2
2018-12-30,Kebler,13,167,0,0
2018-12-31,Kebler,1,38,0,0
2019-01-01,Kebler,2,88,0,0
2019-01-02,Kebler,2,116,0,0
2019-01-03,Kebler,0,172,0,8
2019-01-04,Kebler,0,148,0,9
2019-01-05,Kebler,5,96,2,3
2019-01-06,Kebler,,,,
2019-01-07,Kebler,,,,
2019-01-08,Kebler,3,48,0,2
2019-01-09,Kebler,7,56,0,7
2019-01-10,Kebler,4,72,4,1
2019-01-11,Kebler,0,41,1,2
2019-01-12,Kebler,0,26,1,2
2019-01-13,Kebler,2,41,1,3
2019-01-14,Kebler,0,25,0,2
2019-01-15,Kebler,8,54,0,7
2019-01-16,Kebler,,,,
2019-01-17,Kebler,5,19,0,5
2019-01-18,Kebler,9,8,0,0
2019-01-19,Kebler,14,81,0,6
2019-01-20,Kebler,5,98,0,8
2019-01-21,Kebler,0,12,0,0
2019-01-22,Kebler,,,,
2019-01-23,Kebler,,,,
2019-01-24,Kebler,,,,
2019-01-25,Kebler,,,,
2019-01-26,Kebler,,,,
2019-01-27,Kebler,,,,
2019-01-28,Kebler,,,,
2019-01-29,Kebler,0,75,4,0
2019-01-30,Kebler,4,67,7,12
2019-01-31,Kebler,3,88,3,20
2019-02-01,Kebler,0,87,13,8
2019-02-02,Kebler,1,111,2,10
2019-02-03,Kebler,2,61,3,2
2019-02-04,Kebler,2,76,1,11
2019-02-05,Kebler,1,49,0,6
2019-02-06,Kebler,0,0,0,0
2019-02-07,Kebler,0,25,0,3
2019-02-08,Kebler,0,57,2,5
2019-02-09,Kebler,0,0,0,0
2019-02-10,Kebler,0,0,0,0
2019-02-11,Kebler,0,7,0,0
2019-02-12,Kebler,1,21,0,0
2019-02-13,Kebler,0,45,0,0
2019-02-14,Kebler,1,7,0,0
2019-02-15,Kebler,1,38,0,0
2019-02-16,Kebler,0,0,0,0
2019-02-17,Kebler,9,112,5,5
2019-02-18,Kebler,6,71,4,5
2019-02-19,Kebler,0,0,0,0
2019-02-20,Kebler,0,0,0,0
2019-02-21,Kebler,0,0,0,0
2019-02-22,Kebler,0,0,0,0
2019-02-23,Kebler,1,65,1,4
2019-02-24,Kebler,0,0,0,0
2019-02-25,Kebler,0,22,0,2
2019-02-26,Kebler,1,77,0,10
2019-02-27,Kebler,2,100,2,5
2019-02-28,Kebler,1,60,0,6
2019-03-01,Kebler,0,34,1,1
2019-03-02,Kebler,4,111,2,0
2019-03-03,Kebler,0,46,3,0
2019-03-04,Kebler,0,27,0,0
2019-03-05,Kebler,3,93,4,5
2019-03-06,Kebler,0,82,0,5
2019-03-07,Kebler,0,0,0,0
2019-03-08,Kebler,0,9,1,0
2019-03-09,Kebler,2,28,1,0
2019-03-10,Kebler,7,60,4,6
2019-03-11,Kebler,0,89,0,1
2019-03-12,Kebler,0,70,0,1
2019-03-13,Kebler,0,0,0,0
2019-03-14,Kebler,0,2,0,0
2019-03-15,Kebler,0,34,2,1
2019-03-16,Kebler,1,103,0,0
2019-03-17,Kebler,7,99,4,0
2019-03-18,Kebler,0,85,0,2
2019-03-19,Kebler,2,136,2,2
2019-03-20,Kebler,2,190,4,2
2019-03-21,Kebler,3,167,2,7
2019-03-22,Kebler,1,46,1,9
2019-03-23,Kebler,3,126,2,12
2019-03-24,Kebler,4,61,4,7
2019-03-25,Kebler,2,108,4,17
2019-03-26,Kebler,4,65,2,0
2019-03-27,Kebler,9,79,3,0
2019-03-28,Kebler,2,91,0,2
2019-03-29,Kebler,0,19,0,2
2019-03-30,Kebler,1,81,0,2
2019-03-31,Kebler,4,87,9,16
2019-04-01,Kebler,0,59,0,17
2019-04-02,Kebler,0,42,0,13
2019-04-03,Kebler,3,46,0,21
2019-04-04,Kebler,1,45,0,6
2019-04-05,Kebler,0,44,3,7
2019-04-06,Kebler,1,54,1,16
2019-04-07,Kebler,0,30,1,0
2019-04-08,Kebler,3,32,3,7
2019-04-09,Kebler,0,30,3,2
2019-04-10,Kebler,0,4,3,0
2019-04-11,Kebler,0,0,0,0
2019-04-12,Kebler,0,27,4,4
2019-04-13,Kebler,4,59,2,29
2019-04-14,Kebler,1,40,5,14
2019-04-15,Kebler,2,16,0,5
