"","date","Trailhead","year","week","weekend","has_sled","user.count","rating_above","rating_near","rating_below","swe","change_swe","snow_depth","change_depth","air_temp","snow_density","lag1snow","lag2snow","lag3snow","lag4snow","past2snow","past3snow","past4snow","past5snow"
"1",2017-12-22,"Brush Creek Trailhead","w1718","Fri","weekday","no_sled",15,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"2",2017-12-22,"Brush Creek Trailhead","w1718","Fri","weekday","sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"3",2017-12-22,"Gothic Rd","w1718","Fri","weekday","no_sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"4",2017-12-22,"Gothic Rd","w1718","Fri","weekday","sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"5",2017-12-22,"Slate River Rd","w1718","Fri","weekday","no_sled",15,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"6",2017-12-22,"Slate River Rd","w1718","Fri","weekday","sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"7",2017-12-22,"Snodgrass","w1718","Fri","weekday","no_sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"8",2017-12-22,"Snodgrass","w1718","Fri","weekday","sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"9",2017-12-22,"Washington Gulch","w1718","Fri","weekday","no_sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"10",2017-12-22,"Washington Gulch","w1718","Fri","weekday","sled",1,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"11",2017-12-23,"Brush Creek Trailhead","w1718","Sat","weekend","no_sled",11,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"12",2017-12-23,"Brush Creek Trailhead","w1718","Sat","weekend","sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"13",2017-12-23,"Gothic Rd","w1718","Sat","weekend","no_sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"14",2017-12-23,"Gothic Rd","w1718","Sat","weekend","sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"15",2017-12-23,"Slate River Rd","w1718","Sat","weekend","no_sled",7,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"16",2017-12-23,"Slate River Rd","w1718","Sat","weekend","sled",4,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"17",2017-12-23,"Snodgrass","w1718","Sat","weekend","no_sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"18",2017-12-23,"Snodgrass","w1718","Sat","weekend","sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"19",2017-12-23,"Washington Gulch","w1718","Sat","weekend","no_sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"20",2017-12-23,"Washington Gulch","w1718","Sat","weekend","sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"21",2017-12-24,"Brush Creek Trailhead","w1718","Sun","weekend","no_sled",28,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"22",2017-12-24,"Brush Creek Trailhead","w1718","Sun","weekend","sled",0,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"23",2017-12-24,"Gothic Rd","w1718","Sun","weekend","no_sled",0,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"24",2017-12-24,"Gothic Rd","w1718","Sun","weekend","sled",0,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"25",2017-12-24,"Slate River Rd","w1718","Sun","weekend","no_sled",9,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"26",2017-12-24,"Slate River Rd","w1718","Sun","weekend","sled",7,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"27",2017-12-24,"Snodgrass","w1718","Sun","weekend","no_sled",0,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"28",2017-12-24,"Snodgrass","w1718","Sun","weekend","sled",0,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"29",2017-12-24,"Washington Gulch","w1718","Sun","weekend","no_sled",19,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"30",2017-12-24,"Washington Gulch","w1718","Sun","weekend","sled",11,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"31",2017-12-25,"Brush Creek Trailhead","w1718","Mon","weekday","no_sled",14,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"32",2017-12-25,"Brush Creek Trailhead","w1718","Mon","weekday","sled",0,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"33",2017-12-25,"Gothic Rd","w1718","Mon","weekday","no_sled",42,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"34",2017-12-25,"Gothic Rd","w1718","Mon","weekday","sled",2,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"35",2017-12-25,"Slate River Rd","w1718","Mon","weekday","no_sled",21,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"36",2017-12-25,"Slate River Rd","w1718","Mon","weekday","sled",8,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"37",2017-12-25,"Snodgrass","w1718","Mon","weekday","no_sled",40,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"38",2017-12-25,"Snodgrass","w1718","Mon","weekday","sled",2,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"39",2017-12-25,"Washington Gulch","w1718","Mon","weekday","no_sled",16,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"40",2017-12-25,"Washington Gulch","w1718","Mon","weekday","sled",1,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"41",2017-12-26,"Brush Creek Trailhead","w1718","Tue","weekday","no_sled",27,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"42",2017-12-26,"Brush Creek Trailhead","w1718","Tue","weekday","sled",0,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"43",2017-12-26,"Gothic Rd","w1718","Tue","weekday","no_sled",55,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"44",2017-12-26,"Gothic Rd","w1718","Tue","weekday","sled",4,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"45",2017-12-26,"Slate River Rd","w1718","Tue","weekday","no_sled",34,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"46",2017-12-26,"Slate River Rd","w1718","Tue","weekday","sled",11,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"47",2017-12-26,"Snodgrass","w1718","Tue","weekday","no_sled",51,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"48",2017-12-26,"Snodgrass","w1718","Tue","weekday","sled",4,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"49",2017-12-26,"Washington Gulch","w1718","Tue","weekday","no_sled",24,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"50",2017-12-26,"Washington Gulch","w1718","Tue","weekday","sled",6,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"51",2017-12-27,"Brush Creek Trailhead","w1718","Wed","weekday","no_sled",24,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"52",2017-12-27,"Brush Creek Trailhead","w1718","Wed","weekday","sled",0,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"53",2017-12-27,"Gothic Rd","w1718","Wed","weekday","no_sled",7,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"54",2017-12-27,"Gothic Rd","w1718","Wed","weekday","sled",0,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"55",2017-12-27,"Slate River Rd","w1718","Wed","weekday","no_sled",71,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"56",2017-12-27,"Slate River Rd","w1718","Wed","weekday","sled",180,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"57",2017-12-27,"Snodgrass","w1718","Wed","weekday","no_sled",98,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"58",2017-12-27,"Snodgrass","w1718","Wed","weekday","sled",2,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"59",2017-12-27,"Washington Gulch","w1718","Wed","weekday","no_sled",60,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"60",2017-12-27,"Washington Gulch","w1718","Wed","weekday","sled",4,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"61",2017-12-28,"Brush Creek Trailhead","w1718","Thu","weekday","no_sled",37,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"62",2017-12-28,"Brush Creek Trailhead","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"63",2017-12-28,"Gothic Rd","w1718","Thu","weekday","no_sled",93,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"64",2017-12-28,"Gothic Rd","w1718","Thu","weekday","sled",1,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"65",2017-12-28,"Slate River Rd","w1718","Thu","weekday","no_sled",70,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"66",2017-12-28,"Slate River Rd","w1718","Thu","weekday","sled",5,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"67",2017-12-28,"Snodgrass","w1718","Thu","weekday","no_sled",0,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"68",2017-12-28,"Snodgrass","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"69",2017-12-28,"Washington Gulch","w1718","Thu","weekday","no_sled",76,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"70",2017-12-28,"Washington Gulch","w1718","Thu","weekday","sled",5,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"71",2017-12-29,"Brush Creek Trailhead","w1718","Fri","weekday","no_sled",27,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"72",2017-12-29,"Brush Creek Trailhead","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"73",2017-12-29,"Gothic Rd","w1718","Fri","weekday","no_sled",126,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"74",2017-12-29,"Gothic Rd","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"75",2017-12-29,"Slate River Rd","w1718","Fri","weekday","no_sled",50,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"76",2017-12-29,"Slate River Rd","w1718","Fri","weekday","sled",5,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"77",2017-12-29,"Snodgrass","w1718","Fri","weekday","no_sled",0,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"78",2017-12-29,"Snodgrass","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"79",2017-12-29,"Washington Gulch","w1718","Fri","weekday","no_sled",33,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"80",2017-12-29,"Washington Gulch","w1718","Fri","weekday","sled",21,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"81",2017-12-30,"Brush Creek Trailhead","w1718","Sat","weekend","no_sled",44,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"82",2017-12-30,"Brush Creek Trailhead","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"83",2017-12-30,"Gothic Rd","w1718","Sat","weekend","no_sled",157,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"84",2017-12-30,"Gothic Rd","w1718","Sat","weekend","sled",2,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"85",2017-12-30,"Slate River Rd","w1718","Sat","weekend","no_sled",73,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"86",2017-12-30,"Slate River Rd","w1718","Sat","weekend","sled",22,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"87",2017-12-30,"Snodgrass","w1718","Sat","weekend","no_sled",0,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"88",2017-12-30,"Snodgrass","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"89",2017-12-30,"Washington Gulch","w1718","Sat","weekend","no_sled",112,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"90",2017-12-30,"Washington Gulch","w1718","Sat","weekend","sled",2,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"91",2017-12-31,"Brush Creek Trailhead","w1718","Sun","weekend","no_sled",34,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"92",2017-12-31,"Brush Creek Trailhead","w1718","Sun","weekend","sled",0,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"93",2017-12-31,"Gothic Rd","w1718","Sun","weekend","no_sled",112,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"94",2017-12-31,"Gothic Rd","w1718","Sun","weekend","sled",4,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"95",2017-12-31,"Slate River Rd","w1718","Sun","weekend","no_sled",80,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"96",2017-12-31,"Slate River Rd","w1718","Sun","weekend","sled",24,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"97",2017-12-31,"Snodgrass","w1718","Sun","weekend","no_sled",0,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"98",2017-12-31,"Snodgrass","w1718","Sun","weekend","sled",0,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"99",2017-12-31,"Washington Gulch","w1718","Sun","weekend","no_sled",109,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"100",2017-12-31,"Washington Gulch","w1718","Sun","weekend","sled",8,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"101",2018-01-01,"Brush Creek Trailhead","w1718","Mon","weekday","no_sled",45,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"102",2018-01-01,"Brush Creek Trailhead","w1718","Mon","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"103",2018-01-01,"Gothic Rd","w1718","Mon","weekday","no_sled",95,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"104",2018-01-01,"Gothic Rd","w1718","Mon","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"105",2018-01-01,"Slate River Rd","w1718","Mon","weekday","no_sled",70,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"106",2018-01-01,"Slate River Rd","w1718","Mon","weekday","sled",40,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"107",2018-01-01,"Snodgrass","w1718","Mon","weekday","no_sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"108",2018-01-01,"Snodgrass","w1718","Mon","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"109",2018-01-01,"Washington Gulch","w1718","Mon","weekday","no_sled",75,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"110",2018-01-01,"Washington Gulch","w1718","Mon","weekday","sled",20,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"111",2018-01-02,"Brush Creek Trailhead","w1718","Tue","weekday","no_sled",14,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"112",2018-01-02,"Brush Creek Trailhead","w1718","Tue","weekday","sled",0,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"113",2018-01-02,"Gothic Rd","w1718","Tue","weekday","no_sled",0,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"114",2018-01-02,"Gothic Rd","w1718","Tue","weekday","sled",0,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"115",2018-01-02,"Slate River Rd","w1718","Tue","weekday","no_sled",32,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"116",2018-01-02,"Slate River Rd","w1718","Tue","weekday","sled",28,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"117",2018-01-02,"Snodgrass","w1718","Tue","weekday","no_sled",0,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"118",2018-01-02,"Snodgrass","w1718","Tue","weekday","sled",0,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"119",2018-01-02,"Washington Gulch","w1718","Tue","weekday","no_sled",35,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"120",2018-01-02,"Washington Gulch","w1718","Tue","weekday","sled",1,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"121",2018-01-03,"Brush Creek Trailhead","w1718","Wed","weekday","no_sled",24,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"122",2018-01-03,"Brush Creek Trailhead","w1718","Wed","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"123",2018-01-03,"Gothic Rd","w1718","Wed","weekday","no_sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"124",2018-01-03,"Gothic Rd","w1718","Wed","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"125",2018-01-03,"Slate River Rd","w1718","Wed","weekday","no_sled",30,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"126",2018-01-03,"Slate River Rd","w1718","Wed","weekday","sled",18,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"127",2018-01-03,"Snodgrass","w1718","Wed","weekday","no_sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"128",2018-01-03,"Snodgrass","w1718","Wed","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"129",2018-01-03,"Washington Gulch","w1718","Wed","weekday","no_sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"130",2018-01-03,"Washington Gulch","w1718","Wed","weekday","sled",0,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"131",2018-01-04,"Brush Creek Trailhead","w1718","Thu","weekday","no_sled",15,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"132",2018-01-04,"Brush Creek Trailhead","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"133",2018-01-04,"Gothic Rd","w1718","Thu","weekday","no_sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"134",2018-01-04,"Gothic Rd","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"135",2018-01-04,"Slate River Rd","w1718","Thu","weekday","no_sled",24,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"136",2018-01-04,"Slate River Rd","w1718","Thu","weekday","sled",21,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"137",2018-01-04,"Snodgrass","w1718","Thu","weekday","no_sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"138",2018-01-04,"Snodgrass","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"139",2018-01-04,"Washington Gulch","w1718","Thu","weekday","no_sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"140",2018-01-04,"Washington Gulch","w1718","Thu","weekday","sled",0,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"141",2018-01-05,"Brush Creek Trailhead","w1718","Fri","weekday","no_sled",14,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"142",2018-01-05,"Brush Creek Trailhead","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"143",2018-01-05,"Gothic Rd","w1718","Fri","weekday","no_sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"144",2018-01-05,"Gothic Rd","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"145",2018-01-05,"Slate River Rd","w1718","Fri","weekday","no_sled",28,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"146",2018-01-05,"Slate River Rd","w1718","Fri","weekday","sled",20,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"147",2018-01-05,"Snodgrass","w1718","Fri","weekday","no_sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"148",2018-01-05,"Snodgrass","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"149",2018-01-05,"Washington Gulch","w1718","Fri","weekday","no_sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"150",2018-01-05,"Washington Gulch","w1718","Fri","weekday","sled",0,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"151",2018-01-06,"Brush Creek Trailhead","w1718","Sat","weekend","no_sled",16,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"152",2018-01-06,"Brush Creek Trailhead","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"153",2018-01-06,"Gothic Rd","w1718","Sat","weekend","no_sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"154",2018-01-06,"Gothic Rd","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"155",2018-01-06,"Slate River Rd","w1718","Sat","weekend","no_sled",26,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"156",2018-01-06,"Slate River Rd","w1718","Sat","weekend","sled",30,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"157",2018-01-06,"Snodgrass","w1718","Sat","weekend","no_sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"158",2018-01-06,"Snodgrass","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"159",2018-01-06,"Washington Gulch","w1718","Sat","weekend","no_sled",1,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"160",2018-01-06,"Washington Gulch","w1718","Sat","weekend","sled",0,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"161",2018-01-07,"Brush Creek Trailhead","w1718","Sun","weekend","no_sled",24,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"162",2018-01-07,"Brush Creek Trailhead","w1718","Sun","weekend","sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"163",2018-01-07,"Gothic Rd","w1718","Sun","weekend","no_sled",16,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"164",2018-01-07,"Gothic Rd","w1718","Sun","weekend","sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"165",2018-01-07,"Slate River Rd","w1718","Sun","weekend","no_sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"166",2018-01-07,"Slate River Rd","w1718","Sun","weekend","sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"167",2018-01-07,"Snodgrass","w1718","Sun","weekend","no_sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"168",2018-01-07,"Snodgrass","w1718","Sun","weekend","sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"169",2018-01-07,"Washington Gulch","w1718","Sun","weekend","no_sled",36,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"170",2018-01-07,"Washington Gulch","w1718","Sun","weekend","sled",10,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"171",2018-01-08,"Brush Creek Trailhead","w1718","Mon","weekday","no_sled",9,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"172",2018-01-08,"Brush Creek Trailhead","w1718","Mon","weekday","sled",0,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"173",2018-01-08,"Gothic Rd","w1718","Mon","weekday","no_sled",25,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
