"","date","modality","year","week","weekend","has_sled","user.count","rating_above","rating_near","rating_below","swe","change_swe","snow_depth","change_depth","air_temp","snow_density","lag1snow","lag2snow","lag3snow","lag4snow","past2snow","past3snow","past4snow","past5snow"
"1",2001-02-16,"Non.motorized","w2021","Fri","weekday","no_sled",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2001-02-16,"Mechanized","w2021","Fri","weekday","no_sled",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2001-02-16,"Hybrid","w2021","Fri","weekday","sled",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2001-02-16,"Motorized","w2021","Fri","weekday","sled",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2012-04-13,"Non.motorized","w2021","Fri","weekday","no_sled",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2012-04-13,"Mechanized","w2021","Fri","weekday","no_sled",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2012-04-13,"Hybrid","w2021","Fri","weekday","sled",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2012-04-13,"Motorized","w2021","Fri","weekday","sled",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2017-12-22,"Non.motorized","w1718","Fri","weekday","no_sled",28,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"10",2017-12-22,"Mechanized","w1718","Fri","weekday","no_sled",2,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"11",2017-12-22,"Hybrid","w1718","Fri","weekday","sled",0,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"12",2017-12-22,"Motorized","w1718","Fri","weekday","sled",1,"2","2","1",2,0,11,3,17,18.2,0,0,0,0,3,3,3,3
"13",2017-12-23,"Non.motorized","w1718","Sat","weekend","no_sled",16,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"14",2017-12-23,"Mechanized","w1718","Sat","weekend","no_sled",2,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"15",2017-12-23,"Hybrid","w1718","Sat","weekend","sled",0,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"16",2017-12-23,"Motorized","w1718","Sat","weekend","sled",4,"2","1","1",2.1,0.1,10,-1,21,21,3,0,0,0,2,2,2,2
"17",2017-12-24,"Non.motorized","w1718","Sun","weekend","no_sled",52,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"18",2017-12-24,"Mechanized","w1718","Sun","weekend","no_sled",4,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"19",2017-12-24,"Hybrid","w1718","Sun","weekend","sled",6,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"20",2017-12-24,"Motorized","w1718","Sun","weekend","sled",12,"1","1","1",2.4,0.3,14,4,19,17.1,-1,3,0,0,3,6,6,6
"21",2017-12-25,"Non.motorized","w1718","Mon","weekday","no_sled",128,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"22",2017-12-25,"Mechanized","w1718","Mon","weekday","no_sled",5,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"23",2017-12-25,"Hybrid","w1718","Mon","weekday","sled",3,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"24",2017-12-25,"Motorized","w1718","Mon","weekday","sled",10,"2","1","1",2.6,0.2,14,0,25,18.6,4,-1,3,0,4,3,6,6
"25",2017-12-26,"Non.motorized","w1718","Tue","weekday","no_sled",187,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"26",2017-12-26,"Mechanized","w1718","Tue","weekday","no_sled",4,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"27",2017-12-26,"Hybrid","w1718","Tue","weekday","sled",8,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"28",2017-12-26,"Motorized","w1718","Tue","weekday","sled",17,"1","1","1",3.1,0.5,20,6,25,15.5,0,4,-1,3,6,10,9,12
"29",2017-12-27,"Non.motorized","w1718","Wed","weekday","no_sled",258,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"30",2017-12-27,"Mechanized","w1718","Wed","weekday","no_sled",2,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"31",2017-12-27,"Hybrid","w1718","Wed","weekday","sled",90,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"32",2017-12-27,"Motorized","w1718","Wed","weekday","sled",96,"1","1","1",3.1,0,18,-2,27,17.2,6,0,4,-1,4,4,8,7
"33",2017-12-28,"Non.motorized","w1718","Thu","weekday","no_sled",254,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"34",2017-12-28,"Mechanized","w1718","Thu","weekday","no_sled",22,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"35",2017-12-28,"Hybrid","w1718","Thu","weekday","sled",2,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"36",2017-12-28,"Motorized","w1718","Thu","weekday","sled",9,"1","1","1",3.2,0.1,17,-1,31,18.8,-2,6,0,4,-3,3,3,7
"37",2017-12-29,"Non.motorized","w1718","Fri","weekday","no_sled",227,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"38",2017-12-29,"Mechanized","w1718","Fri","weekday","no_sled",9,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"39",2017-12-29,"Hybrid","w1718","Fri","weekday","sled",10,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"40",2017-12-29,"Motorized","w1718","Fri","weekday","sled",16,"1","1","1",3.2,0,17,0,36,18.8,-1,-2,6,0,-1,-3,3,3
"41",2017-12-30,"Non.motorized","w1718","Sat","weekend","no_sled",367,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"42",2017-12-30,"Mechanized","w1718","Sat","weekend","no_sled",19,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"43",2017-12-30,"Hybrid","w1718","Sat","weekend","sled",9,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"44",2017-12-30,"Motorized","w1718","Sat","weekend","sled",17,"1","1","1",3.2,0,15,-2,37,21.3,0,-1,-2,6,-2,-3,-5,1
"45",2017-12-31,"Non.motorized","w1718","Sun","weekend","no_sled",326,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"46",2017-12-31,"Mechanized","w1718","Sun","weekend","no_sled",9,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"47",2017-12-31,"Hybrid","w1718","Sun","weekend","sled",6,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"48",2017-12-31,"Motorized","w1718","Sun","weekend","sled",30,"1","1","1",3.2,0,15,0,31,21.3,-2,0,-1,-2,-2,-2,-3,-5
"49",2018-01-01,"Non.motorized","w1718","Mon","weekday","no_sled",273,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"50",2018-01-01,"Mechanized","w1718","Mon","weekday","no_sled",12,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"51",2018-01-01,"Hybrid","w1718","Mon","weekday","sled",18,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"52",2018-01-01,"Motorized","w1718","Mon","weekday","sled",42,"1","1","1",3.2,0,15,0,27,21.3,0,-2,0,-1,0,-2,-2,-3
"53",2018-01-02,"Non.motorized","w1718","Tue","weekday","no_sled",77,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"54",2018-01-02,"Mechanized","w1718","Tue","weekday","no_sled",4,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"55",2018-01-02,"Hybrid","w1718","Tue","weekday","sled",11,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"56",2018-01-02,"Motorized","w1718","Tue","weekday","sled",18,"1","1","1",3.2,0,15,0,22,21.3,0,0,-2,0,0,0,-2,-2
"57",2018-01-03,"Non.motorized","w1718","Wed","weekday","no_sled",50,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"58",2018-01-03,"Mechanized","w1718","Wed","weekday","no_sled",4,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"59",2018-01-03,"Hybrid","w1718","Wed","weekday","sled",4,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"60",2018-01-03,"Motorized","w1718","Wed","weekday","sled",14,"1","1","1",3.2,0,15,0,27,21.3,0,0,0,-2,0,0,0,-2
"61",2018-01-04,"Non.motorized","w1718","Thu","weekday","no_sled",34,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"62",2018-01-04,"Mechanized","w1718","Thu","weekday","no_sled",5,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"63",2018-01-04,"Hybrid","w1718","Thu","weekday","sled",4,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"64",2018-01-04,"Motorized","w1718","Thu","weekday","sled",17,"1","1","1",3.2,0,15,0,29,21.3,0,0,0,0,0,0,0,0
"65",2018-01-05,"Non.motorized","w1718","Fri","weekday","no_sled",39,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"66",2018-01-05,"Mechanized","w1718","Fri","weekday","no_sled",3,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"67",2018-01-05,"Hybrid","w1718","Fri","weekday","sled",2,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"68",2018-01-05,"Motorized","w1718","Fri","weekday","sled",18,"1","1","1",3.2,0,14,-1,32,22.9,0,0,0,0,-1,-1,-1,-1
"69",2018-01-06,"Non.motorized","w1718","Sat","weekend","no_sled",36,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"70",2018-01-06,"Mechanized","w1718","Sat","weekend","no_sled",7,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"71",2018-01-06,"Hybrid","w1718","Sat","weekend","sled",6,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"72",2018-01-06,"Motorized","w1718","Sat","weekend","sled",24,"1","1","1",3.2,0,14,0,30,22.9,-1,0,0,0,-1,-1,-1,-1
"73",2018-01-07,"Non.motorized","w1718","Sun","weekend","no_sled",76,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"74",2018-01-07,"Mechanized","w1718","Sun","weekend","no_sled",0,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"75",2018-01-07,"Hybrid","w1718","Sun","weekend","sled",2,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"76",2018-01-07,"Motorized","w1718","Sun","weekend","sled",8,"2","2","2",3.5,0.3,18,4,25,19.4,0,-1,0,0,4,3,3,3
"77",2018-01-08,"Non.motorized","w1718","Mon","weekday","no_sled",51,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"78",2018-01-08,"Mechanized","w1718","Mon","weekday","no_sled",1,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"79",2018-01-08,"Hybrid","w1718","Mon","weekday","sled",4,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"80",2018-01-08,"Motorized","w1718","Mon","weekday","sled",4,"2","2","1",3.7,0.2,20,2,29,18.5,4,0,-1,0,6,6,5,5
"81",2018-01-09,"Non.motorized","w1718","Tue","weekday","no_sled",65,"2","2","1",3.8,0.1,21,1,34,18.1,2,4,0,-1,3,7,7,6
"82",2018-01-09,"Mechanized","w1718","Tue","weekday","no_sled",0,"2","2","1",3.8,0.1,21,1,34,18.1,2,4,0,-1,3,7,7,6
"83",2018-01-09,"Hybrid","w1718","Tue","weekday","sled",1,"2","2","1",3.8,0.1,21,1,34,18.1,2,4,0,-1,3,7,7,6
"84",2018-01-09,"Motorized","w1718","Tue","weekday","sled",4,"2","2","1",3.8,0.1,21,1,34,18.1,2,4,0,-1,3,7,7,6
"85",2018-01-10,"Non.motorized","w1718","Wed","weekday","no_sled",94,"3","3","3",4,0.2,21,0,28,19,1,2,4,0,1,3,7,7
"86",2018-01-10,"Mechanized","w1718","Wed","weekday","no_sled",0,"3","3","3",4,0.2,21,0,28,19,1,2,4,0,1,3,7,7
"87",2018-01-10,"Hybrid","w1718","Wed","weekday","sled",0,"3","3","3",4,0.2,21,0,28,19,1,2,4,0,1,3,7,7
"88",2018-01-10,"Motorized","w1718","Wed","weekday","sled",0,"3","3","3",4,0.2,21,0,28,19,1,2,4,0,1,3,7,7
"89",2018-01-11,"Non.motorized","w1718","Thu","weekday","no_sled",76,"3","3","3",4.1,0.1,26,5,17,15.8,0,1,2,4,5,6,8,12
"90",2018-01-11,"Mechanized","w1718","Thu","weekday","no_sled",1,"3","3","3",4.1,0.1,26,5,17,15.8,0,1,2,4,5,6,8,12
"91",2018-01-11,"Hybrid","w1718","Thu","weekday","sled",8,"3","3","3",4.1,0.1,26,5,17,15.8,0,1,2,4,5,6,8,12
"92",2018-01-11,"Motorized","w1718","Thu","weekday","sled",9,"3","3","3",4.1,0.1,26,5,17,15.8,0,1,2,4,5,6,8,12
"93",2018-01-12,"Non.motorized","w1718","Fri","weekday","no_sled",46,"3","3","3",4.3,0.2,24,-2,22,17.9,5,0,1,2,3,3,4,6
"94",2018-01-12,"Mechanized","w1718","Fri","weekday","no_sled",0,"3","3","3",4.3,0.2,24,-2,22,17.9,5,0,1,2,3,3,4,6
"95",2018-01-12,"Hybrid","w1718","Fri","weekday","sled",3,"3","3","3",4.3,0.2,24,-2,22,17.9,5,0,1,2,3,3,4,6
"96",2018-01-12,"Motorized","w1718","Fri","weekday","sled",4,"3","3","3",4.3,0.2,24,-2,22,17.9,5,0,1,2,3,3,4,6
"97",2018-01-13,"Non.motorized","w1718","Sat","weekend","no_sled",203,"3","3","3",4.4,0.1,24,0,24,18.3,-2,5,0,1,-2,3,3,4
"98",2018-01-13,"Mechanized","w1718","Sat","weekend","no_sled",2,"3","3","3",4.4,0.1,24,0,24,18.3,-2,5,0,1,-2,3,3,4
"99",2018-01-13,"Hybrid","w1718","Sat","weekend","sled",18,"3","3","3",4.4,0.1,24,0,24,18.3,-2,5,0,1,-2,3,3,4
"100",2018-01-13,"Motorized","w1718","Sat","weekend","sled",26,"3","3","3",4.4,0.1,24,0,24,18.3,-2,5,0,1,-2,3,3,4
"101",2018-01-14,"Non.motorized","w1718","Sun","weekend","no_sled",270,"3","3","2",4.4,0,24,0,27,18.3,0,-2,5,0,0,-2,3,3
"102",2018-01-14,"Mechanized","w1718","Sun","weekend","no_sled",2,"3","3","2",4.4,0,24,0,27,18.3,0,-2,5,0,0,-2,3,3
"103",2018-01-14,"Hybrid","w1718","Sun","weekend","sled",23,"3","3","2",4.4,0,24,0,27,18.3,0,-2,5,0,0,-2,3,3
"104",2018-01-14,"Motorized","w1718","Sun","weekend","sled",38,"3","3","2",4.4,0,24,0,27,18.3,0,-2,5,0,0,-2,3,3
"105",2018-01-15,"Non.motorized","w1718","Mon","weekday","no_sled",168,"3","3","2",4.4,0,23,-1,27,19.1,0,0,-2,5,-1,-1,-3,2
"106",2018-01-15,"Mechanized","w1718","Mon","weekday","no_sled",0,"3","3","2",4.4,0,23,-1,27,19.1,0,0,-2,5,-1,-1,-3,2
"107",2018-01-15,"Hybrid","w1718","Mon","weekday","sled",11,"3","3","2",4.4,0,23,-1,27,19.1,0,0,-2,5,-1,-1,-3,2
"108",2018-01-15,"Motorized","w1718","Mon","weekday","sled",12,"3","3","2",4.4,0,23,-1,27,19.1,0,0,-2,5,-1,-1,-3,2
"109",2018-01-16,"Non.motorized","w1718","Tue","weekday","no_sled",68,"3","3","2",4.4,0,22,-1,20,20,-1,0,0,-2,-2,-2,-2,-4
"110",2018-01-16,"Mechanized","w1718","Tue","weekday","no_sled",3,"3","3","2",4.4,0,22,-1,20,20,-1,0,0,-2,-2,-2,-2,-4
"111",2018-01-16,"Hybrid","w1718","Tue","weekday","sled",13,"3","3","2",4.4,0,22,-1,20,20,-1,0,0,-2,-2,-2,-2,-4
"112",2018-01-16,"Motorized","w1718","Tue","weekday","sled",15,"3","3","2",4.4,0,22,-1,20,20,-1,0,0,-2,-2,-2,-2,-4
"113",2018-01-17,"Non.motorized","w1718","Wed","weekday","no_sled",101,"2","2","2",4.4,0,22,0,24,20,-1,-1,0,0,-1,-2,-2,-2
"114",2018-01-17,"Mechanized","w1718","Wed","weekday","no_sled",0,"2","2","2",4.4,0,22,0,24,20,-1,-1,0,0,-1,-2,-2,-2
"115",2018-01-17,"Hybrid","w1718","Wed","weekday","sled",5,"2","2","2",4.4,0,22,0,24,20,-1,-1,0,0,-1,-2,-2,-2
"116",2018-01-17,"Motorized","w1718","Wed","weekday","sled",9,"2","2","2",4.4,0,22,0,24,20,-1,-1,0,0,-1,-2,-2,-2
"117",2018-01-18,"Non.motorized","w1718","Thu","weekday","no_sled",127,"2","2","2",4.4,0,21,-1,29,21,0,-1,-1,0,-1,-2,-3,-3
"118",2018-01-18,"Mechanized","w1718","Thu","weekday","no_sled",2,"2","2","2",4.4,0,21,-1,29,21,0,-1,-1,0,-1,-2,-3,-3
"119",2018-01-18,"Hybrid","w1718","Thu","weekday","sled",2,"2","2","2",4.4,0,21,-1,29,21,0,-1,-1,0,-1,-2,-3,-3
"120",2018-01-18,"Motorized","w1718","Thu","weekday","sled",2,"2","2","2",4.4,0,21,-1,29,21,0,-1,-1,0,-1,-2,-3,-3
"121",2018-01-19,"Non.motorized","w1718","Fri","weekday","no_sled",160,"2","2","2",4.5,0.1,21,0,34,21.4,-1,0,-1,-1,-1,-1,-2,-3
"122",2018-01-19,"Mechanized","w1718","Fri","weekday","no_sled",2,"2","2","2",4.5,0.1,21,0,34,21.4,-1,0,-1,-1,-1,-1,-2,-3
"123",2018-01-19,"Hybrid","w1718","Fri","weekday","sled",7,"2","2","2",4.5,0.1,21,0,34,21.4,-1,0,-1,-1,-1,-1,-2,-3
"124",2018-01-19,"Motorized","w1718","Fri","weekday","sled",11,"2","2","2",4.5,0.1,21,0,34,21.4,-1,0,-1,-1,-1,-1,-2,-3
"125",2018-01-20,"Non.motorized","w1718","Sat","weekend","no_sled",212,"2","2","2",4.5,0,21,0,32,21.4,0,-1,0,-1,0,-1,-1,-2
"126",2018-01-20,"Mechanized","w1718","Sat","weekend","no_sled",7,"2","2","2",4.5,0,21,0,32,21.4,0,-1,0,-1,0,-1,-1,-2
"127",2018-01-20,"Hybrid","w1718","Sat","weekend","sled",19,"2","2","2",4.5,0,21,0,32,21.4,0,-1,0,-1,0,-1,-1,-2
"128",2018-01-20,"Motorized","w1718","Sat","weekend","sled",23,"2","2","2",4.5,0,21,0,32,21.4,0,-1,0,-1,0,-1,-1,-2
"129",2018-01-21,"Non.motorized","w1718","Sun","weekend","no_sled",27,"3","3","3",4.6,0.1,23,2,15,20,0,0,-1,0,2,2,1,1
"130",2018-01-21,"Mechanized","w1718","Sun","weekend","no_sled",2,"3","3","3",4.6,0.1,23,2,15,20,0,0,-1,0,2,2,1,1
"131",2018-01-21,"Hybrid","w1718","Sun","weekend","sled",0,"3","3","3",4.6,0.1,23,2,15,20,0,0,-1,0,2,2,1,1
"132",2018-01-21,"Motorized","w1718","Sun","weekend","sled",1,"3","3","3",4.6,0.1,23,2,15,20,0,0,-1,0,2,2,1,1
"133",2018-01-22,"Non.motorized","w1718","Mon","weekday","no_sled",112,"3","3","3",4.6,0,21,-2,12,21.9,2,0,0,-1,0,0,0,-1
"134",2018-01-22,"Mechanized","w1718","Mon","weekday","no_sled",1,"3","3","3",4.6,0,21,-2,12,21.9,2,0,0,-1,0,0,0,-1
"135",2018-01-22,"Hybrid","w1718","Mon","weekday","sled",8,"3","3","3",4.6,0,21,-2,12,21.9,2,0,0,-1,0,0,0,-1
"136",2018-01-22,"Motorized","w1718","Mon","weekday","sled",13,"3","3","3",4.6,0,21,-2,12,21.9,2,0,0,-1,0,0,0,-1
"137",2018-01-23,"Non.motorized","w1718","Tue","weekday","no_sled",86,"3","3","3",4.6,0,22,1,16,20.9,-2,2,0,0,-1,1,1,1
"138",2018-01-23,"Mechanized","w1718","Tue","weekday","no_sled",3,"3","3","3",4.6,0,22,1,16,20.9,-2,2,0,0,-1,1,1,1
"139",2018-01-23,"Hybrid","w1718","Tue","weekday","sled",13,"3","3","3",4.6,0,22,1,16,20.9,-2,2,0,0,-1,1,1,1
"140",2018-01-23,"Motorized","w1718","Tue","weekday","sled",19,"3","3","3",4.6,0,22,1,16,20.9,-2,2,0,0,-1,1,1,1
"141",2018-01-24,"Non.motorized","w1718","Wed","weekday","no_sled",111,"2","2","2",4.6,0,22,0,22,20.9,1,-2,2,0,1,-1,1,1
"142",2018-01-24,"Mechanized","w1718","Wed","weekday","no_sled",1,"2","2","2",4.6,0,22,0,22,20.9,1,-2,2,0,1,-1,1,1
"143",2018-01-24,"Hybrid","w1718","Wed","weekday","sled",9,"2","2","2",4.6,0,22,0,22,20.9,1,-2,2,0,1,-1,1,1
"144",2018-01-24,"Motorized","w1718","Wed","weekday","sled",11,"2","2","2",4.6,0,22,0,22,20.9,1,-2,2,0,1,-1,1,1
"145",2018-01-25,"Non.motorized","w1718","Thu","weekday","no_sled",131,"2","2","2",4.6,0,22,0,28,20.9,0,1,-2,2,0,1,-1,1
"146",2018-01-25,"Mechanized","w1718","Thu","weekday","no_sled",11,"2","2","2",4.6,0,22,0,28,20.9,0,1,-2,2,0,1,-1,1
"147",2018-01-25,"Hybrid","w1718","Thu","weekday","sled",17,"2","2","2",4.6,0,22,0,28,20.9,0,1,-2,2,0,1,-1,1
"148",2018-01-25,"Motorized","w1718","Thu","weekday","sled",23,"2","2","2",4.6,0,22,0,28,20.9,0,1,-2,2,0,1,-1,1
"149",2018-01-26,"Non.motorized","w1718","Fri","weekday","no_sled",58,"2","2","2",4.7,0.1,22,0,15,21.4,0,0,1,-2,0,0,1,-1
"150",2018-01-26,"Mechanized","w1718","Fri","weekday","no_sled",12,"2","2","2",4.7,0.1,22,0,15,21.4,0,0,1,-2,0,0,1,-1
"151",2018-01-26,"Hybrid","w1718","Fri","weekday","sled",2,"2","2","2",4.7,0.1,22,0,15,21.4,0,0,1,-2,0,0,1,-1
"152",2018-01-26,"Motorized","w1718","Fri","weekday","sled",6,"2","2","2",4.7,0.1,22,0,15,21.4,0,0,1,-2,0,0,1,-1
"153",2018-01-27,"Non.motorized","w1718","Sat","weekend","no_sled",601,"2","2","2",4.7,0,23,1,16,20.4,0,0,0,1,1,1,1,2
"154",2018-01-27,"Mechanized","w1718","Sat","weekend","no_sled",4,"2","2","2",4.7,0,23,1,16,20.4,0,0,0,1,1,1,1,2
"155",2018-01-27,"Hybrid","w1718","Sat","weekend","sled",26,"2","2","2",4.7,0,23,1,16,20.4,0,0,0,1,1,1,1,2
"156",2018-01-27,"Motorized","w1718","Sat","weekend","sled",28,"2","2","2",4.7,0,23,1,16,20.4,0,0,0,1,1,1,1,2
"157",2018-01-28,"Non.motorized","w1718","Sun","weekend","no_sled",269,"2","2","2",4.7,0,23,0,25,20.4,1,0,0,0,1,1,1,1
"158",2018-01-28,"Mechanized","w1718","Sun","weekend","no_sled",16,"2","2","2",4.7,0,23,0,25,20.4,1,0,0,0,1,1,1,1
"159",2018-01-28,"Hybrid","w1718","Sun","weekend","sled",29,"2","2","2",4.7,0,23,0,25,20.4,1,0,0,0,1,1,1,1
"160",2018-01-28,"Motorized","w1718","Sun","weekend","sled",35,"2","2","2",4.7,0,23,0,25,20.4,1,0,0,0,1,1,1,1
"161",2018-01-29,"Non.motorized","w1718","Mon","weekday","no_sled",114,"2","2","2",4.8,0.1,22,-1,30,21.8,0,1,0,0,-1,0,0,0
"162",2018-01-29,"Mechanized","w1718","Mon","weekday","no_sled",2,"2","2","2",4.8,0.1,22,-1,30,21.8,0,1,0,0,-1,0,0,0
"163",2018-01-29,"Hybrid","w1718","Mon","weekday","sled",11,"2","2","2",4.8,0.1,22,-1,30,21.8,0,1,0,0,-1,0,0,0
"164",2018-01-29,"Motorized","w1718","Mon","weekday","sled",12,"2","2","2",4.8,0.1,22,-1,30,21.8,0,1,0,0,-1,0,0,0
"165",2018-01-30,"Non.motorized","w1718","Tue","weekday","no_sled",108,"2","2","2",4.8,0,22,0,34,21.8,-1,0,1,0,-1,-1,0,0
"166",2018-01-30,"Mechanized","w1718","Tue","weekday","no_sled",3,"2","2","2",4.8,0,22,0,34,21.8,-1,0,1,0,-1,-1,0,0
"167",2018-01-30,"Hybrid","w1718","Tue","weekday","sled",9,"2","2","2",4.8,0,22,0,34,21.8,-1,0,1,0,-1,-1,0,0
"168",2018-01-30,"Motorized","w1718","Tue","weekday","sled",16,"2","2","2",4.8,0,22,0,34,21.8,-1,0,1,0,-1,-1,0,0
"169",2018-01-31,"Non.motorized","w1718","Wed","weekday","no_sled",96,"2","2","2",4.8,0,22,0,34,21.8,0,-1,0,1,0,-1,-1,0
"170",2018-01-31,"Mechanized","w1718","Wed","weekday","no_sled",4,"2","2","2",4.8,0,22,0,34,21.8,0,-1,0,1,0,-1,-1,0
"171",2018-01-31,"Hybrid","w1718","Wed","weekday","sled",4,"2","2","2",4.8,0,22,0,34,21.8,0,-1,0,1,0,-1,-1,0
"172",2018-01-31,"Motorized","w1718","Wed","weekday","sled",7,"2","2","2",4.8,0,22,0,34,21.8,0,-1,0,1,0,-1,-1,0
"173",2018-02-01,"Non.motorized","w1718","Thu","weekday","no_sled",118,"2","2","2",4.9,0.1,21,-1,32,23.3,0,0,-1,0,-1,-1,-2,-2
"174",2018-02-01,"Mechanized","w1718","Thu","weekday","no_sled",6,"2","2","2",4.9,0.1,21,-1,32,23.3,0,0,-1,0,-1,-1,-2,-2
"175",2018-02-01,"Hybrid","w1718","Thu","weekday","sled",8,"2","2","2",4.9,0.1,21,-1,32,23.3,0,0,-1,0,-1,-1,-2,-2
"176",2018-02-01,"Motorized","w1718","Thu","weekday","sled",12,"2","2","2",4.9,0.1,21,-1,32,23.3,0,0,-1,0,-1,-1,-2,-2
"177",2018-02-02,"Non.motorized","w1718","Fri","weekday","no_sled",168,"2","2","2",4.9,0,20,-1,33,24.5,-1,0,0,-1,-2,-2,-2,-3
"178",2018-02-02,"Mechanized","w1718","Fri","weekday","no_sled",13,"2","2","2",4.9,0,20,-1,33,24.5,-1,0,0,-1,-2,-2,-2,-3
