Date,Trailhead,Non-motorized,Motorized,Mechanized,Hybrid
12/1/18,Cement Creek,0,0,0,0
12/2/18,Cement Creek,0,0,0,0
12/3/18,Cement Creek,0,0,0,0
12/4/18,Cement Creek,0,0,0,0
12/5/18,Cement Creek,17,1,0,0
12/6/18,Cement Creek,3,4,0,0
12/7/18,Cement Creek,6,5,4,0
12/8/18,Cement Creek,20,15,3,0
12/9/18,Cement Creek,32,10,3,2
12/10/18,Cement Creek,10,7,0,0
12/11/18,Cement Creek,10,2,0,0
12/12/18,Cement Creek,20,2,1,0
12/13/18,Cement Creek,7,5,0,0
12/14/18,Cement Creek,3,3,0,0
12/15/18,Cement Creek,45,6,1,0
12/16/18,Cement Creek,12,9,1,0
12/17/18,Cement Creek,4,9,3,0
12/18/18,Cement Creek,10,5,1,0
12/19/18,Cement Creek,9,1,0,0
12/20/18,Cement Creek,14,10,2,0
12/21/18,Cement Creek,14,8,1,0
12/22/18,Cement Creek,10,7,1,0
12/23/18,Cement Creek,67,6,4,0
12/24/18,Cement Creek,23,5,0,0
12/25/18,Cement Creek,40,13,0,0
12/26/18,Cement Creek,24,8,2,0
12/27/18,Cement Creek,26,8,0,0
12/28/18,Cement Creek,38,13,4,3
12/29/18,Cement Creek,39,9,3,2
12/30/18,Cement Creek,29,9,2,0
12/31/18,Cement Creek,33,11,0,0
1/1/19,Cement Creek,20,2,1,0
1/2/19,Cement Creek,13,3,0,0
1/3/19,Cement Creek,19,2,1,0
1/4/19,Cement Creek,30,8,5,0
1/5/19,Cement Creek,32,6,0,0
1/6/19,Cement Creek,22,2,0,0
1/7/19,Cement Creek,7,2,0,0
1/8/19,Cement Creek,9,3,0,0
1/9/19,Cement Creek,8,1,3,0
1/10/19,Cement Creek,10,2,0,0
1/11/19,Cement Creek,18,6,2,0
1/12/19,Cement Creek,32,6,0,0
1/13/19,Cement Creek,32,5,2,0
1/14/19,Cement Creek,7,4,1,0
1/15/19,Cement Creek,13,3,1,0
1/16/19,Cement Creek,0,2,0,0
1/17/19,Cement Creek,0,0,0,0
1/18/19,Cement Creek,0,0,0,0
1/19/19,Cement Creek,0,0,0,0
1/20/19,Cement Creek,0,0,0,0
1/21/19,Cement Creek,1,1,0,0
1/22/19,Cement Creek,6,4,0,0
1/23/19,Cement Creek,12,5,2,0
1/24/19,Cement Creek,7,1,0,0
1/25/19,Cement Creek,15,3,0,0
1/26/19,Cement Creek,41,8,0,0
1/27/19,Cement Creek,27,4,2,0
1/28/19,Cement Creek,8,4,0,0
1/29/19,Cement Creek,12,3,1,0
1/30/19,Cement Creek,11,3,1,0
1/31/19,Cement Creek,9,1,0,0
2/1/19,Cement Creek,23,2,3,0
2/2/19,Cement Creek,33,3,5,0
2/3/19,Cement Creek,24,2,2,0
2/4/19,Cement Creek,10,4,1,0
2/5/19,Cement Creek,15,4,0,0
2/6/19,Cement Creek,7,3,0,0
2/7/19,Cement Creek,4,3,0,0
2/8/19,Cement Creek,20,1,0,0
2/9/19,Cement Creek,25,4,0,0
2/10/19,Cement Creek,0,0,0,0
2/11/19,Cement Creek,5,3,0,0
2/12/19,Cement Creek,17,8,0,0
2/13/19,Cement Creek,16,2,1,0
2/14/19,Cement Creek,4,12,0,0
2/15/19,Cement Creek,18,7,0,0
2/16/19,Cement Creek,0,0,0,0
2/17/19,Cement Creek,21,6,1,0
2/18/19,Cement Creek,9,5,0,0
2/19/19,Cement Creek,0,0,0,0
2/20/19,Cement Creek,0,0,0,0
2/21/19,Cement Creek,0,0,0,0
2/22/19,Cement Creek,2,0,0,0
2/23/19,Cement Creek,29,6,0,0
2/24/19,Cement Creek,29,13,1,0
2/25/19,Cement Creek,13,10,5,0
2/26/19,Cement Creek,13,2,0,0
2/27/19,Cement Creek,10,10,1,0
2/28/19,Cement Creek,20,2,2,0
3/1/19,Cement Creek,0,2,0,0
3/2/19,Cement Creek,12,2,0,0
3/3/19,Cement Creek,3,0,0,0
3/4/19,Cement Creek,9,4,0,0
3/5/19,Cement Creek,13,3,0,0
3/6/19,Cement Creek,0,0,0,0
3/7/19,Cement Creek,0,0,0,0
3/8/19,Cement Creek,0,0,0,0
3/9/19,Cement Creek,0,1,0,0
3/10/19,Cement Creek,11,3,0,0
3/11/19,Cement Creek,6,2,1,0
3/12/19,Cement Creek,1,2,0,0
3/13/19,Cement Creek,0,0,0,0
3/14/19,Cement Creek,3,2,0,0
