Date,Trailhead,Non-motorized,Motorized,Mechanized,Hybrid
2/15/18,Cement Creek,2,0,0,0
2/16/18,Cement Creek,1,0,0,0
2/17/18,Cement Creek,26,0,0,0
2/18/18,Cement Creek,19,0,0,0
2/19/18,Cement Creek,1,0,0,0
2/20/18,Cement Creek,0,0,0,0
2/21/18,Cement Creek,1,1,0,0
2/22/18,Cement Creek,0,0,0,0
2/23/18,Cement Creek,0,0,0,0
2/24/18,Cement Creek,1,0,0,0
2/25/18,Cement Creek,3,0,0,0
2/26/18,Cement Creek,3,0,0,0
2/27/18,Cement Creek,16,9,2,0
2/28/18,Cement Creek,12,5,1,0
3/1/18,Cement Creek,10,7,5,0
3/2/18,Cement Creek,19,12,2,0
3/3/18,Cement Creek,49,7,1,0
3/4/18,Cement Creek,39,5,2,0
3/5/18,Cement Creek,17,9,0,0
3/6/18,Cement Creek,12,6,1,0
3/7/18,Cement Creek,22,7,3,2
3/8/18,Cement Creek,13,2,1,0
3/9/18,Cement Creek,5,7,2,0
3/10/18,Cement Creek,11,5,2,0
3/11/18,Cement Creek,30,6,0,2
3/12/18,Cement Creek,15,4,0,2
3/13/18,Cement Creek,4,10,0,3
3/14/18,Cement Creek,13,3,2,0
3/15/18,Cement Creek,11,0,0,0
3/16/18,Cement Creek,21,6,0,0
3/17/18,Cement Creek,40,8,1,0
3/18/18,Cement Creek,13,8,1,0
3/19/18,Cement Creek,9,7,1,0
3/20/18,Cement Creek,13,10,2,0
3/21/18,Cement Creek,8,6,0,1
3/22/18,Cement Creek,21,3,0,0
3/23/18,Cement Creek,2,4,0,0
3/24/18,Cement Creek,6,5,0,0
3/25/18,Cement Creek,20,6,0,2
3/26/18,Cement Creek,10,2,1,0
3/27/18,Cement Creek,2,4,0,0
3/28/18,Cement Creek,10,1,0,0
3/29/18,Cement Creek,10,4,0,0
3/30/18,Cement Creek,11,8,0,0
