Date,Trailhead,Non-motorized ,Motorized,Mechanized,Hybrid 
2/23/2020,Cement Creek,26,3,0,0
2/24/2020,Cement Creek,3,4,0,0
2/25/2020,Cement Creek,12,4,1,0
2/26/2020,Cement Creek,6,2,0,0
2/27/2020,Cement Creek,20,3,6,1
2/28/2020,Cement Creek,9,7,0,0
2/29/2020,Cement Creek,46,2,2,0
3/1/2020,Cement Creek,28,8,3,2
3/2/2020,Cement Creek,0,0,0,0
3/3/2020,Cement Creek,19,5,1,0
3/4/2020,Cement Creek,18,4,0,1
3/5/2020,Cement Creek,10,5,0,2
3/6/2020,Cement Creek,7,5,0,0
3/7/2020,Cement Creek,26,3,0,0
3/8/2020,Cement Creek,22,5,0,0
3/9/2020,Cement Creek,4,1,1,0
3/10/2020,Cement Creek,8,2,2,1
3/11/2020,Cement Creek,2,1,1,0
3/12/2020,Cement Creek,6,5,0,0
3/13/2020,Cement Creek,8,4,1,0
3/14/2020,Cement Creek,23,6,5,1
3/15/2020,Cement Creek,41,14,2,0
3/16/2020,Cement Creek,35,4,0,1
3/17/2020,Cement Creek,27,6,1,1
3/18/2020,Cement Creek,6,0,1,0
3/19/2020,Cement Creek,2,0,0,0
3/20/2020,Cement Creek,17,4,0,0
3/21/2020,Cement Creek,32,3,3,0
3/22/2020,Cement Creek,8,2,0,0
3/23/2020,Cement Creek,12,3,2,0
3/24/2020,Cement Creek,20,5,1,0
3/25/2020,Cement Creek,20,2,2,0
3/26/2020,Cement Creek,23,2,0,0
3/27/2020,Cement Creek,8,2,0,0
3/28/2020,Cement Creek,28,2,3,0
3/29/2020,Cement Creek,25,3,0,1
3/30/2020,Cement Creek,13,6,1,0
3/31/2020,Cement Creek,12,2,0,0
4/1/2020,Cement Creek,6,6,0,1
4/2/2020,Cement Creek,5,1,1,0
4/3/2020,Cement Creek,27,1,0,0
4/4/2020,Cement Creek,21,6,0,1
4/5/2020,Cement Creek,21,4,1,0
4/6/2020,Cement Creek,11,0,1,0
4/7/2020,Cement Creek,12,4,1,2
4/8/2020,Cement Creek,17,0,0,0
4/9/2020,Cement Creek,9,1,0,0
4/10/2020,Cement Creek,6,0,1,0
4/11/2020,Cement Creek,17,2,1,2
4/12/2020,Cement Creek,16,3,0,0
4/13/2020,Cement Creek,2,0,0,0
4/14/2020,Cement Creek,4,0,0,0
4/15/2020,Cement Creek,6,1,0,1
