Date,Trailhead,Non-motorized ,Motorized,Mechanized,Hybrid 
12/6/2019,Cement Creek,7,3,2,0
12/7/2019,Cement Creek,34,9,2,0
12/8/2019,Cement Creek,33,2,3,0
12/9/2019,Cement Creek,3,5,0,0
12/10/2019,Cement Creek,11,5,1,0
12/11/2019,Cement Creek,12,2,0,0
12/12/2019,Cement Creek,9,3,0,0
12/13/2019,Cement Creek,5,5,0,1
12/14/2019,Cement Creek,12,2,0,0
12/15/2019,Cement Creek,40,4,0,1
12/16/2019,Cement Creek,9,6,2,0
12/17/2019,Cement Creek,4,2,1,0
12/18/2019,Cement Creek,4,2,5,0
12/19/2019,Cement Creek,5,4,0,0
12/20/2019,Cement Creek,4,7,0,3
12/21/2019,Cement Creek,26,3,3,0
12/22/2019,Cement Creek,31,7,3,0
12/23/2019,Cement Creek,21,1,1,0
12/24/2019,Cement Creek,22,8,6,0
12/25/2019,Cement Creek,30,3,2,0
12/26/2019,Cement Creek,25,7,1,0
12/27/2019,Cement Creek,22,5,1,1
12/28/2019,Cement Creek,34,3,0,0
12/29/2019,Cement Creek,30,6,0,0
12/30/2019,Cement Creek,18,0,2,0
12/31/2019,Cement Creek,5,1,1,0
1/1/2020,Cement Creek,42,3,1,1
1/2/2020,Cement Creek,19,2,0,0
1/3/2020,Cement Creek,37,3,0,2
1/4/2020,Cement Creek,36,1,2,0
1/5/2020,Cement Creek,24,1,2,0
1/6/2020,Cement Creek,15,4,1,0
1/7/2020,Cement Creek,8,3,2,0
1/8/2020,Cement Creek,14,0,1,0
1/9/2020,Cement Creek,15,0,1,0
1/10/2020,Cement Creek,13,2,2,0
1/11/2020,Cement Creek,13,0,2,0
1/12/2020,Cement Creek,NA,NA,NA,NA
1/13/2020,Cement Creek,NA,NA,NA,NA
1/14/2020,Cement Creek,NA,NA,NA,NA
1/15/2020,Cement Creek,NA,NA,NA,NA
1/16/2020,Cement Creek,NA,NA,NA,NA
1/17/2020,Cement Creek,NA,NA,NA,NA
1/18/2020,Cement Creek,NA,NA,NA,NA
1/19/2020,Cement Creek,NA,NA,NA,NA
1/20/2020,Cement Creek,NA,NA,NA,NA
1/21/2020,Cement Creek,NA,NA,NA,NA
1/22/2020,Cement Creek,NA,NA,NA,NA
1/23/2020,Cement Creek,NA,NA,NA,NA
1/24/2020,Cement Creek,NA,NA,NA,NA
1/25/2020,Cement Creek,NA,NA,NA,NA
1/26/2020,Cement Creek,NA,NA,NA,NA
1/27/2020,Cement Creek,NA,NA,NA,NA
1/28/2020,Cement Creek,NA,NA,NA,NA
1/29/2020,Cement Creek,NA,NA,NA,NA
1/30/2020,Cement Creek,9,1,1,0
1/31/2020,Cement Creek,16,2,1,0
2/1/2020,Cement Creek,29,4,2,2
2/2/2020,Cement Creek,30,3,3,1
2/3/2020,Cement Creek,5,1,0,0
2/4/2020,Cement Creek,3,0,0,0
2/5/2020,Cement Creek,10,3,1,0
2/6/2020,Cement Creek,2,1,0,0
2/7/2020,Cement Creek,NA,NA,NA,NA
2/8/2020,Cement Creek,5,1,0,0
2/9/2020,Cement Creek,38,1,4,0
2/10/2020,Cement Creek,20,2,1,1
2/11/2020,Cement Creek,10,6,2,2
2/12/2020,Cement Creek,4,3,1,0
2/13/2020,Cement Creek,11,3,0,1
2/14/2020,Cement Creek,17,0,1,0
2/15/2020,Cement Creek,64,9,3,0
2/16/2020,Cement Creek,33,3,0,0
2/17/2020,Cement Creek,13,3,0,0
2/18/2020,Cement Creek,15,0,0,0
2/19/2020,Cement Creek,12,2,0,0
2/20/2020,Cement Creek,21,3,0,0
2/21/2020,Cement Creek,19,3,2,0
2/22/2020,Cement Creek,36,1,0,0
