Date,Trailhead,Non-motorized,Motorized,Mechanized,Hybrid
12/6/2019,Gothic Rd,14,2,2,0
12/7/2019,Gothic Rd,NA,NA,NA,NA
12/8/2019,Gothic Rd,12,2,0,0
12/9/2019,Gothic Rd,3,3,0,0
12/10/2020,Gothic Rd,7,2,0,0
12/11/2019,Gothic Rd,11,1,0,0
12/12/2019,Gothic Rd,15,0,0,0
12/13/2019,Gothic Rd,11,0,0,0
12/14/2019,Gothic Rd,7,0,2,0
12/15/2019,Gothic Rd,13,0,0,0
12/16/2019,Gothic Rd,7,1,0,0
12/17/2019,Gothic Rd,3,0,0,0
12/18/2019,Gothic Rd,10,2,1,0
12/19/2019,Gothic Rd,13,0,0,0
12/20/2019,Gothic Rd,20,1,0,0
12/21/2019,Gothic Rd,33,1,3,0
12/22/2019,Gothic Rd,25,0,2,0
12/23/2019,Gothic Rd,12,0,1,0
12/24/2019,Gothic Rd,27,0,3,0
12/25/2019,Gothic Rd,39,0,4,0
12/26/2019,Gothic Rd,36,0,4,0
12/27/2019,Gothic Rd,42,0,2,0
12/28/2019,Gothic Rd,55,0,1,0
12/29/2019,Gothic Rd,50,0,1,0
12/30/2019,Gothic Rd,55,0,2,0
12/31/2019,Gothic Rd,39,1,5,0
1/1/2020,Gothic Rd,49,1,1,0
1/2/2020,Gothic Rd,33,3,1,0
1/3/2020,Gothic Rd,36,0,5,0
1/4/2020,Gothic Rd,34,1,7,0
1/5/2020,Gothic Rd,18,0,3,0
1/6/2020,Gothic Rd,22,2,1,0
1/7/2020,Gothic Rd,16,0,4,0
1/8/2020,Gothic Rd,21,0,0,0
1/9/2020,Gothic Rd,19,1,0,0
1/10/2020,Gothic Rd,36,3,2,0
1/11/2020,Gothic Rd,22,1,1,0
1/12/2020,Gothic Rd,26,0,0,0
1/13/2020,Gothic Rd,4,0,0,0
1/14/2020,Gothic Rd,9,0,0,0
1/15/2020,Gothic Rd,21,2,1,0
1/16/2020,Gothic Rd,17,0,0,0
1/17/2020,Gothic Rd,5,0,0,0
1/18/2020,Gothic Rd,20,0,0,0
1/19/2020,Gothic Rd,21,1,1,0
1/20/2020,Gothic Rd,9,0,1,0
1/21/2020,Gothic Rd,4,0,0,0
1/22/2020,Gothic Rd,10,1,0,0
1/23/2020,Gothic Rd,5,2,1,0
1/24/2020,Gothic Rd,26,0,2,0
1/25/2020,Gothic Rd,23,0,1,0
1/26/2020,Gothic Rd,20,0,1,0
1/27/2020,Gothic Rd,14,2,0,0
1/28/2020,Gothic Rd,16,0,1,0
1/29/2020,Gothic Rd,4,0,0,0
1/30/2020,Gothic Rd,11,0,1,0
1/31/2020,Gothic Rd,27,0,2,0
2/1/2020,Gothic Rd,15,0,5,0
2/2/2020,Gothic Rd,27,0,4,0
2/3/2020,Gothic Rd,8,0,0,0
2/4/2020,Gothic Rd,21,1,3,0
2/5/2020,Gothic Rd,10,0,0,0
2/6/2020,Gothic Rd,9,1,0,0
2/7/2020,Gothic Rd,6,3,0,0
2/8/2020,Gothic Rd,20,3,2,0
2/9/2020,Gothic Rd,7,3,1,0
2/10/2020,Gothic Rd,19,1,1,0
2/11/2020,Gothic Rd,15,2,0,0
2/12/2020,Gothic Rd,10,1,1,0
2/13/2020,Gothic Rd,8,0,0,0
2/14/2020,Gothic Rd,21,0,2,0
2/15/2020,Gothic Rd,45,0,6,0
2/16/2020,Gothic Rd,27,0,1,0
2/17/2020,Gothic Rd,42,2,1,0
2/18/2020,Gothic Rd,23,0,0,0
2/19/2020,Gothic Rd,31,0,2,0
2/20/2020,Gothic Rd,16,0,0,0
2/21/2020,Gothic Rd,33,0,0,0
2/22/2020,Gothic Rd,NA,NA,NA,NA
2/23/2020,Gothic Rd,NA,NA,NA,NA
2/24/2020,Gothic Rd,NA,NA,NA,NA
2/25/2020,Gothic Rd,NA,NA,NA,NA
2/26/2020,Gothic Rd,NA,NA,NA,NA
2/27/2020,Gothic Rd,17,1,4,0
2/28/2020,Gothic Rd,34,0,0,0
2/29/2020,Gothic Rd,54,2,4,0
3/1/2020,Gothic Rd,27,0,4,0
3/2/2020,Gothic Rd,27,0,0,0
3/3/2020,Gothic Rd,9,1,3,0
3/4/2020,Gothic Rd,22,1,0,0
3/5/2020,Gothic Rd,12,0,0,0
3/6/2020,Gothic Rd,17,1,1,0
3/7/2020,Gothic Rd,16,2,5,0
3/8/2020,Gothic Rd,20,2,1,0
3/9/2020,Gothic Rd,15,0,3,0
3/10/2020,Gothic Rd,15,1,1,0
3/11/2020,Gothic Rd,5,0,0,0
3/12/2020,Gothic Rd,19,1,1,0
3/13/2020,Gothic Rd,13,4,1,0
3/14/2020,Gothic Rd,25,1,1,0
3/15/2020,Gothic Rd,21,7,4,0
3/16/2020,Gothic Rd,12,0,1,0
3/17/2020,Gothic Rd,7,0,4,0
3/18/2020,Gothic Rd,4,0,0,0
3/19/2020,Gothic Rd,8,0,0,0
3/20/2020,Gothic Rd,7,1,1,0
3/21/2020,Gothic Rd,21,0,2,0
3/22/2020,Gothic Rd,27,0,3,0
3/23/2020,Gothic Rd,13,0,1,0
3/24/2020,Gothic Rd,15,0,1,0
3/25/2020,Gothic Rd,11,1,1,0
3/26/2020,Gothic Rd,9,1,1,0
3/27/2020,Gothic Rd,NA,NA,NA,NA
3/28/2020,Gothic Rd,27,0,0,0
3/29/2020,Gothic Rd,11,0,1,0
3/30/2020,Gothic Rd,8,0,0,0
3/31/2020,Gothic Rd,5,1,1,0
4/1/2020,Gothic Rd,6,1,1,0
4/2/2020,Gothic Rd,5,1,0,0
4/3/2020,Gothic Rd,5,0,0,0
4/4/2020,Gothic Rd,11,1,0,0
4/5/2020,Gothic Rd,14,0,0,0
4/6/2020,Gothic Rd,1,0,2,0
4/7/2020,Gothic Rd,NA,NA,NA,NA
4/8/2020,Gothic Rd,NA,NA,NA,NA
4/9/2020,Gothic Rd,NA,NA,NA,NA
4/10/2020,Gothic Rd,NA,NA,NA,NA
4/11/2020,Gothic Rd,NA,NA,NA,NA
4/12/2020,Gothic Rd,NA,NA,NA,NA
4/13/2020,Gothic Rd,NA,NA,NA,NA
4/14/2020,Gothic Rd,NA,NA,NA,NA
4/15/2020,Gothic Rd,NA,NA,NA,NA
